,^IBEX,ABE.MC,ANA.MC,BKT.MC,BBVA.MC,GAS.MC,ENG.MC,ITX.MC,SAB.MC,MRL.MC,IAG.MC,AMS.MC,REE.MC,CABK.MC,ELE.MC,MAP.MC,ACX.MC,AENA.MC,SAN.MC,FER.MC,CLNX.MC,ACS.MC,VIS.MC,IBE.MC,TRE.MC,MTS.MC,GRF.MC,MEL.MC,DIA.MC,TEF.MC,BKIA.MC,IDR.MC,COL.MC,TL5.MC,REP.MC,SGRE.MC
2017-04-13,10326.099609,14.961594,72.130783,7.613316,6.772367,18.87652,23.390099,33.492039,1.56722,10.512465,6.141601,45.866039,17.783539,3.67157,20.777946,3.034615,12.478204,149.1875,5.102229,18.866693,15.399147,31.874712,49.491856,6.377257,36.201668,21.360001,23.396753,12.961306,5.288579,9.564033,4.052,12.25,6.985292,11.770251,13.931123,19.593416
2017-04-18,10264.5,15.950224,70.375023,7.617195,6.710136,18.745367,23.158934,33.340794,1.577101,10.385985,6.068268,45.473179,17.573536,3.635218,20.520851,2.987065,12.126909,147.674149,5.091074,18.778692,15.284968,31.449652,49.06361,6.343883,36.039158,20.087999,22.97719,12.788092,5.134702,9.484605,4.024,12.065,6.916809,11.644625,13.62354,19.419453
2017-04-19,10370.299805,15.460803,71.031021,7.651135,6.853367,18.782839,23.116474,33.570091,1.626509,10.39085,6.265108,45.924965,17.516262,3.759994,20.474108,3.022252,12.314587,151.726028,5.242643,18.676023,15.121147,31.135685,49.394527,6.263786,35.895763,20.802,22.85379,12.783143,5.134702,9.550015,4.14,12.3,6.900177,11.760588,13.614076,19.275309
2017-04-20,10372.5,15.51464,70.249619,7.691864,6.934367,18.740681,22.786238,33.384701,1.627497,10.293557,6.260283,46.042824,17.334894,3.784556,20.249733,3.033664,12.295338,150.359131,5.263103,18.597799,15.329646,31.546255,49.9785,6.158897,35.690235,21.246,22.982128,12.906866,5.187597,9.573377,4.2,12.025,6.740709,11.746092,13.637735,19.245487
2017-04-21,10377.0,15.309083,70.211029,7.761684,7.008452,18.815626,22.512615,33.36031,1.65813,10.240046,6.251599,45.915142,17.182163,3.856278,20.118849,3.064095,12.160595,148.308777,5.272396,18.58313,15.538146,31.531767,49.589188,6.209435,35.494267,21.368999,23.298033,12.827683,5.043337,9.493948,4.236,12.075,6.623309,11.49484,13.528899,18.882647
2017-04-24,10766.799805,15.813187,71.822083,8.01963,7.521121,19.785215,23.012686,34.165291,1.743112,10.458954,6.463878,46.961121,17.56399,4.024284,20.553574,3.141126,12.434894,151.237854,5.579261,18.822693,15.801251,32.531624,50.47488,6.405863,35.824066,22.049999,23.81138,13.26814,5.174133,9.797644,4.432,12.765,6.848326,11.910374,13.888534,19.384659
2017-04-25,10783.099609,15.661466,71.870316,8.004114,7.536926,19.640011,22.871157,34.297016,1.752994,10.656077,6.370283,47.280319,17.25853,4.075374,20.530199,3.138273,12.877623,151.140228,5.616455,18.88625,15.855859,32.526794,50.562477,6.295253,35.967461,22.191,24.102606,13.31763,5.268383,9.825677,4.444,12.63,6.973552,11.973187,13.983174,19.464186
2017-04-26,10763.400391,15.729984,71.38797,8.02351,7.519145,19.410494,22.644711,34.111626,1.769792,10.611881,6.419492,47.849964,17.124891,4.048846,20.296476,3.136371,12.964243,155.436188,5.625748,18.68091,15.915431,32.618565,50.533276,6.217063,36.45977,22.062,24.383959,13.342374,5.267421,9.694854,4.504,12.66,6.994097,11.929701,14.02103,19.613298
2017-04-27,10683.900391,15.837657,71.474785,7.84799,7.36406,19.53228,22.904181,34.318542,1.748053,10.621702,6.306599,48.326302,17.234667,3.96337,20.455408,3.139224,12.415645,158.169998,5.576871,18.930252,15.840966,32.66687,52.947044,6.291439,35.355656,21.333,24.393827,13.446302,5.298196,9.545343,4.392,12.825,6.972574,11.997346,13.779697,19.39957
2017-04-28,10715.799805,15.808291,73.066544,7.838292,7.259354,19.447968,22.786238,35.034962,1.745088,10.670809,6.424317,48.616035,17.086708,4.096006,20.22636,3.046978,12.338648,158.169998,5.672489,19.101366,16.109037,32.874573,53.472618,6.295253,34.748631,21.75,24.339535,13.490843,5.25588,9.489277,4.456,12.585,6.964747,12.229272,13.756037,19.717676
2017-05-02,10820.299805,15.81808,74.81266,8.051632,7.349244,19.457335,23.088169,35.258846,1.771769,10.724826,6.388616,49.107105,17.368305,4.139235,20.469433,3.004183,12.223154,161.600006,5.73786,19.360483,16.35725,33.328613,53.803535,6.368675,34.892021,21.669001,24.892368,13.649209,5.214526,9.64346,4.4,12.8,7.06845,12.495021,13.845946,19.98608
2017-05-03,10837.0,15.808291,76.047478,8.094301,7.413451,19.330868,23.210827,35.532475,1.778686,10.719915,6.355809,49.057999,17.57831,4.149061,20.492804,2.997526,12.0451,161.850006,5.753976,19.350706,16.42675,33.101589,51.964016,6.412538,34.877682,21.014999,24.625824,13.505691,5.174133,9.638787,4.388,12.62,7.117367,12.316244,13.779697,19.846909
2017-05-04,11012.900391,15.920858,76.645592,8.228122,7.572486,19.724321,23.673157,36.000141,1.828094,10.739558,6.511158,49.784782,18.079456,4.309207,20.988297,3.051733,12.021039,163.300003,5.843978,19.702715,16.645176,33.521824,53.268227,6.526009,34.648254,20.73,25.025642,13.654159,5.224143,9.755593,4.552,12.865,7.155522,12.557834,13.694521,20.070578
2017-05-05,11135.400391,16.06279,76.79995,8.364854,7.704852,19.719639,23.880733,36.134468,1.863667,10.808307,6.88168,50.157997,18.131956,4.351454,21.123854,3.119253,12.040288,164.350006,5.966203,19.296926,16.724606,33.811638,53.277962,6.575593,35.054531,21.6,24.87756,13.604669,5.316469,9.81166,4.624,12.995,7.035187,12.4,13.80809,20.44833
2017-05-08,11096.299805,16.053001,76.925354,8.368733,7.667316,19.616592,23.979803,35.905609,1.85675,10.808307,6.940539,50.658894,18.179686,4.23945,21.278112,3.10689,11.98254,164.350006,5.935887,19.438707,16.679926,33.512161,52.927578,6.541266,35.350876,21.320999,24.936792,13.471046,5.375135,9.783627,4.532,13.015,7.092908,12.52,13.827017,20.254484
2017-05-09,11049.200195,15.955117,77.619942,8.218426,7.512231,19.574434,23.913755,36.353374,1.834023,10.980179,6.990714,51.513355,18.089003,4.175588,20.403992,3.069801,11.968104,164.0,5.834509,19.267593,16.717079,34.082127,53.569946,6.522195,35.336533,21.558001,24.981216,13.678903,5.368403,9.760264,4.464,13.06,7.092908,12.62,13.869606,20.433418
2017-05-10,11034.799805,15.974694,77.253357,8.295033,7.458889,19.588488,23.923191,36.323524,1.835999,10.940894,7.012908,51.189247,18.050817,4.183448,19.885126,3.100233,11.833361,165.100006,5.810821,19.32626,16.433401,33.951714,53.579681,6.505031,35.212261,21.618,24.892368,13.683852,5.41649,9.764938,4.44,12.89,7.092908,12.375,13.95005,20.408567
2017-05-11,10861.400391,15.813187,75.922066,8.177695,7.295902,19.17161,23.640133,35.67178,1.812283,10.813217,6.847909,50.973175,17.773994,4.174605,19.515844,3.12591,11.751552,165.600006,5.741655,19.091587,16.308981,33.415558,53.579681,6.388699,34.829884,21.723,24.857817,13.243396,5.182788,9.372471,4.404,12.75,7.171175,11.91,13.888534,20.55768
2017-05-12,10897.0,16.101946,78.111938,8.184484,7.297878,19.677483,23.857145,36.243919,1.813271,10.798485,6.820891,50.982998,17.936272,4.130393,19.609335,3.13542,11.530188,167.199997,5.711341,19.169811,16.761871,34.449226,53.949532,6.445912,34.872902,19.997999,25.193466,13.12957,5.118352,9.395833,4.42,12.2,7.132042,12.01,13.85541,20.637207
2017-05-15,10957.799805,16.004061,78.459236,8.132119,7.348256,20.164619,23.942062,36.104618,1.836987,10.808307,6.811243,50.924065,18.036501,4.207027,19.520517,3.172508,11.780425,167.649994,5.821244,19.257814,16.865356,34.531342,53.813271,6.445912,35.484707,20.610001,25.153976,13.233498,5.150089,9.414521,4.428,12.065,7.161392,11.965,14.006835,20.756496
2017-05-16,10982.400391,15.955117,78.507469,8.108847,7.349244,20.375397,23.965651,36.278748,1.831058,10.783752,6.717647,50.933887,18.370598,4.254187,19.79631,3.146832,11.838173,168.0,5.812719,18.944918,17.020041,34.25119,54.183121,6.549848,35.83363,20.549999,25.070065,13.213702,5.264536,9.409849,4.408,12.15,7.092908,11.98,14.177188,20.741585
2017-05-17,10786.099609,15.964906,76.838539,7.978902,7.210951,20.281719,23.833557,35.826012,1.767816,10.675719,6.64142,50.226749,18.236958,4.088146,19.646729,3.063144,11.746739,167.949997,5.645017,18.930252,16.950184,33.372082,52.908108,6.500263,35.393894,19.968,24.453064,12.951407,5.179904,9.205205,4.22,12.015,7.053775,11.835,14.006835,20.169987
2017-05-18,10684.900391,15.999166,77.282295,7.938174,7.151683,20.113094,23.753355,35.726505,1.772757,10.685541,6.663612,50.226749,18.131956,4.097971,19.628031,2.91479,11.462816,168.350006,5.436566,18.891138,17.079916,33.579784,52.674519,6.49931,34.566998,19.715,24.645567,13.040488,5.13951,9.082793,4.116,11.755,6.91583,11.845,13.860143,20.244543
2017-05-19,10835.400391,16.028532,78.603943,8.076845,7.323561,20.281719,24.248711,35.756359,1.793508,10.852502,6.670367,50.796391,18.384916,4.146113,19.857079,2.962339,11.645682,170.300003,5.526578,19.160034,17.314436,34.47821,53.414223,6.612781,34.710392,20.120001,24.931856,13.149365,5.113544,9.292109,4.172,12.0,6.959855,11.93,14.044691,20.378744
2017-05-22,10793.400391,16.180252,78.488174,7.909082,7.23861,20.277035,24.097746,36.159344,1.787579,11.014553,6.675192,50.80621,18.332415,4.083234,19.885126,2.95378,11.611996,170.800003,5.408149,19.194256,17.499056,34.323639,52.947044,6.635666,34.50964,20.155001,24.778839,13.282987,5.154898,9.284634,4.116,12.075,7.072364,11.92,14.049424,20.155075
2017-05-23,10916.299805,16.263453,79.539696,8.041935,7.387768,20.581493,24.220404,35.995163,1.826117,10.926162,6.718612,51.100853,18.594919,4.195238,20.333872,2.962339,11.688993,171.699997,5.532261,19.507154,17.254559,34.632774,53.141697,6.716717,34.485744,20.07,24.586336,13.31268,5.16163,9.353784,4.212,12.07,7.063559,11.875,14.276562,20.488094
2017-05-24,10907.400391,16.238983,79.259941,8.071996,7.39567,20.459711,24.39024,35.915562,1.831058,10.99,6.799664,51.041927,18.56151,4.191308,20.315176,2.969947,11.698617,169.75,5.566371,19.541378,17.588871,34.845306,53.073566,6.631852,34.519203,20.045,24.630758,13.381967,5.186635,9.307996,4.204,12.03,7.092908,11.92,14.267097,20.254484
2017-05-25,10937.700195,16.175358,80.456169,8.01963,7.38678,20.670492,24.569511,35.796158,1.825129,11.048927,6.870102,51.493713,18.742878,4.152008,20.446062,2.970898,11.616808,172.25,5.575851,19.433819,17.678686,35.053005,53.161163,6.734834,33.969536,19.635,24.645567,13.525485,5.248186,9.395833,4.152,12.125,7.092908,12.055,14.252902,20.234602
2017-05-26,10904.200195,16.092157,80.456169,8.011873,7.359121,20.440973,24.437414,36.089691,1.809319,11.132408,6.769752,49.411572,18.804926,4.152008,20.497478,2.979457,11.698617,172.100006,5.558791,19.736937,17.913206,34.541004,52.956772,6.680482,32.80328,19.93,24.566589,13.248344,5.27223,9.39116,4.192,12.155,7.088017,12.215,14.153528,20.229631
2017-05-29,10884.0,16.067686,80.581581,8.056481,7.393695,20.586178,24.593098,35.796158,1.809319,11.098034,6.581596,48.080769,18.824015,4.136288,20.343224,3.003232,11.833361,171.600006,5.555948,19.619602,17.838358,34.937084,52.596657,6.698599,33.219116,19.875,24.379021,13.273088,5.315508,9.414521,4.2,12.185,7.086061,12.275,14.205581,20.224661
2017-05-30,10876.900391,16.004061,81.748863,8.036117,7.272195,20.722015,24.767651,36.154369,1.795484,11.073481,6.73598,50.089245,19.043568,4.084216,20.516176,2.988016,11.818923,176.399994,5.496262,19.492487,17.893246,34.386436,53.102768,6.721484,33.271694,19.975,24.598017,13.302782,5.336666,9.32388,4.148,12.36,7.088017,12.095,14.196116,19.772352
2017-05-31,10880.0,15.940435,82.346985,7.947871,7.163537,21.003056,24.97051,36.214069,1.812283,11.088213,6.695454,50.924065,19.067429,4.130393,20.768599,3.01084,11.573498,179.699997,5.477314,19.609823,18.611769,34.357449,52.976242,6.768208,32.779381,19.285,25.005007,13.456201,5.269345,9.264076,4.096,12.35,7.081169,11.955,14.115671,20.070578
2017-06-01,10881.0,16.053001,81.89357,7.95175,7.127976,20.839115,25.027121,36.129494,1.807342,11.201157,6.667472,51.267818,19.339481,4.072426,20.64706,3.035566,11.727491,181.399994,5.485839,20.040058,18.836309,34.415413,53.190369,6.777743,32.975349,19.52,24.766769,13.713545,5.253957,9.290241,4.056,12.96,7.092908,11.9,14.186652,19.931404
2017-06-02,10905.900391,16.004061,80.938522,7.943022,7.150695,20.782906,25.045992,36.482731,1.797461,11.269906,6.711857,51.680317,19.258343,4.051794,20.609667,3.036517,11.645682,182.550003,5.514266,19.898275,18.951073,34.405758,53.696472,6.814931,32.37788,18.805,25.183685,13.748189,5.304928,9.358455,4.116,12.865,7.20933,11.97,14.025764,19.802176
2017-06-05,10884.700195,16.008953,81.584869,7.914901,7.164525,20.64707,24.890308,36.447903,1.793508,11.255175,6.575807,51.424965,19.239252,4.047864,20.689131,3.022252,11.645682,182.850006,5.504787,19.82494,18.886206,34.574814,53.657543,6.85784,32.521275,18.809999,25.039749,13.59972,5.246263,9.322947,4.133,12.745,7.12715,11.6,14.058887,19.73259
2017-06-06,10879.700195,16.101946,82.838982,7.911022,7.097354,20.801643,25.050709,36.472778,1.785603,11.260085,6.474492,51.562462,19.454027,4.023302,20.955576,2.987065,11.592748,182.300003,5.495308,19.73205,18.836309,34.487869,53.726768,6.912191,32.310966,18.34,24.766769,13.515588,5.286656,9.367799,4.118,12.97,7.12715,11.575,14.096745,19.807144
2017-06-07,10871.700195,16.087261,82.298744,7.95272,7.241573,20.693911,25.206392,36.015064,1.747065,11.343566,6.549755,51.739246,19.42539,4.083234,20.932203,3.02986,11.549437,182.550003,5.446989,19.600046,18.661669,34.560322,53.519096,6.85784,32.612095,18.440001,24.468971,13.584873,5.260689,9.363128,4.322,13.0,7.33847,11.615,14.082547,19.787264
2017-06-08,10953.099609,15.925754,82.038277,8.038055,7.353195,20.698593,24.984663,36.243919,1.738171,11.314102,6.608613,51.896393,19.649712,4.048846,20.829365,3.017497,11.59756,182.25,5.732177,19.502264,18.541914,34.541004,53.163094,6.853072,32.540394,18.799999,24.498753,13.372068,5.317431,9.414521,4.25,13.23,7.357059,11.47,14.058887,20.080519
2017-06-09,10978.299805,15.989377,82.260155,8.043875,7.367024,20.562759,24.989382,36.224018,1.737479,11.323923,6.432036,52.426746,19.444483,4.119586,20.726526,3.060291,11.717866,183.699997,5.7985,19.472933,18.926125,34.729382,52.965317,6.817791,32.234493,18.969999,24.821363,13.416609,5.339551,9.400505,4.243,13.055,7.337492,11.31,14.035227,20.199808
2017-06-12,10842.400391,15.989377,81.227928,7.95563,7.260341,20.230192,24.819546,35.61705,1.70655,11.196246,6.431071,51.601749,19.258343,4.035091,20.511503,3.05839,11.64087,178.649994,5.746395,19.38493,18.771442,34.483036,52.510422,6.690971,32.702904,18.879999,24.702246,13.198854,5.365518,9.363128,4.173,12.87,7.34434,11.29,14.031329,19.886671
2017-06-13,10882.099609,16.043213,81.015701,7.957569,7.326524,20.141199,24.758215,35.681732,1.721372,11.245353,6.613438,52.338356,19.253571,4.028214,20.427362,3.084066,11.607184,177.800003,5.740711,19.712492,18.951073,34.758362,53.074093,6.703367,33.171318,18.924999,24.98019,13.59477,5.399179,9.372471,4.146,13.21,7.3913,11.36,14.031329,20.070578
2017-06-14,10775.799805,15.989377,81.305107,7.864475,7.220829,20.267668,24.668579,35.039936,1.710503,11.284637,6.622122,52.515141,19.353798,3.940773,20.403992,3.091674,11.32326,180.800003,5.618487,20.035168,19.070827,34.768024,53.469654,6.741508,32.851078,18.559999,25.188648,13.471046,5.453036,9.297149,4.084,13.14,7.439238,11.315,13.773114,19.936377
2017-06-15,10699.599609,16.072578,80.91922,7.877082,7.207988,20.314507,24.545921,34.796158,1.705562,11.210979,6.462913,52.132103,19.377663,3.985967,20.436712,2.999428,11.048961,178.699997,5.577739,19.873831,19.115736,34.483036,52.985096,6.728159,32.463917,18.045,25.362362,13.332477,5.341475,9.106458,4.085,12.87,7.369777,11.115,13.485667,19.613298
2017-06-16,10759.400391,16.25856,80.813103,7.875142,7.221817,20.614281,24.838417,35.034962,1.724337,11.235531,6.480281,53.074959,19.42539,4.018389,20.628365,3.020838,10.87572,181.850006,5.546479,20.289396,19.335283,35.024025,54.013546,6.846397,32.674225,17.9,25.600601,13.446302,5.296273,9.177013,4.001,12.95,7.474458,11.075,13.539259,19.230576
2017-06-19,10848.900391,16.150887,81.54628,8.006055,7.319609,20.520601,25.050709,35.378246,1.759911,11.260085,6.560368,53.291031,19.29175,4.107796,20.749899,3.111756,11.17408,181.600006,5.614691,20.000944,19.549843,35.251049,53.766319,6.835909,32.702904,18.385,25.967882,13.278038,5.395332,9.25615,4.085,13.01,7.474458,11.085,13.71465,19.479095
2017-06-20,10746.099609,16.043213,81.449814,7.871263,7.252439,20.403502,24.984663,34.980232,1.723349,11.181515,6.465808,53.615135,19.363344,4.054741,20.950901,3.088293,10.971965,180.199997,5.549322,19.776051,19.330296,34.67625,53.825657,6.82828,32.105438,17.844999,25.967882,13.36217,5.30012,9.138875,4.027,12.815,7.400105,11.055,13.417459,18.907499
2017-06-21,10740.700195,16.101946,81.652397,7.865445,7.249476,20.436291,25.027121,34.845905,1.737183,11.176604,6.625981,52.741032,19.415846,4.062602,21.10516,3.049189,11.154831,178.300003,5.542684,19.663603,19.40015,34.821152,53.746544,6.865468,32.325306,18.219999,26.067148,13.381967,5.261651,9.086434,4.055,12.945,7.358037,11.035,13.363868,18.902527
2017-06-22,10709.900391,16.072578,81.536629,7.77623,7.222805,20.525286,24.880875,34.895657,1.725325,11.093123,6.532386,52.534782,19.129478,4.039021,20.899483,3.031592,11.458003,176.75,5.548368,19.629381,19.230499,34.51202,53.261986,6.797767,32.368324,18.785,26.603182,13.391864,5.276077,9.072133,4.046,12.96,7.407932,11.005,13.242067,18.718622
2017-06-23,10630.799805,16.023638,81.025337,7.738411,7.149707,20.356174,24.744064,34.686703,1.687775,11.112765,6.581596,52.819603,19.153341,3.95944,20.796644,2.988576,11.59756,174.899994,5.490578,19.629381,19.0359,34.444397,52.470867,6.741508,32.296631,18.844999,26.052259,13.193906,5.279923,9.054018,4.011,13.1,7.445108,11.045,13.183603,18.514835
2017-06-26,10696.599609,15.999166,80.523697,7.823553,7.220829,20.515621,24.998817,34.76133,1.712479,11.186425,6.680981,52.976746,19.37289,4.003652,20.852737,2.973912,11.419505,174.100006,5.537945,19.644047,19.130705,34.666588,52.658756,6.871189,32.626431,18.969999,25.878544,13.332477,5.276077,9.081667,4.028,13.19,7.484241,11.095,13.227451,18.435308
2017-06-27,10647.900391,15.906176,79.414291,7.809875,7.284049,20.148411,24.371368,34.651875,1.752994,11.044017,6.624051,51.807995,18.623556,4.136288,20.446062,2.960226,11.732303,171.5,5.575851,19.404484,18.751484,34.396233,51.936863,6.70146,32.96101,19.549999,25.441774,13.139467,5.172209,8.96916,4.17,12.94,7.484241,10.9,13.261555,18.281223
2017-06-28,10702.700195,15.906176,78.574997,7.928088,7.38678,20.341679,24.140203,34.363316,1.778686,10.999821,6.93282,52.12553,18.475599,4.225695,20.184292,3.033547,11.708241,173.600006,5.683856,19.375151,18.586821,34.682377,52.055531,6.712902,32.717243,19.85,25.109236,13.085029,5.276077,8.78419,4.338,12.89,7.472502,10.975,13.310275,18.455191
2017-06-29,10531.099609,15.891494,77.230003,7.941766,7.310719,20.051775,23.569368,33.751373,1.775721,10.91634,6.77963,51.490459,17.983004,4.186395,19.806744,3.008129,11.482065,169.300003,5.598585,18.935141,18.132753,33.330601,51.234749,6.637573,32.463917,19.645,24.434229,12.788092,5.278,8.676449,4.295,12.525,7.425542,10.905,13.178731,18.355782
2017-06-30,10444.5,15.87681,77.059998,7.87924,7.176378,19.800524,23.163651,33.442917,1.757934,10.862324,6.82382,51.946918,18.042173,4.106813,19.426308,2.989554,11.535,170.850006,5.487737,19.003586,18.02298,33.375004,51.224857,6.610874,32.373104,19.875,24.205917,12.956356,5.242416,8.617334,4.232,12.635,7.462718,10.895,13.056931,18.584419
2017-07-03,10604.200195,15.822975,76.900002,7.967167,7.417402,19.853672,23.3629,33.671772,1.816236,10.847591,6.778648,52.056072,17.928762,4.273837,19.508173,3.050166,11.77,169.100006,5.686698,18.905806,18.112795,33.971954,51.165524,6.613734,32.679005,20.584999,24.091763,12.995948,5.261651,8.799444,4.441,12.705,7.462718,10.825,13.412587,18.700001
2017-07-04,10566.700195,15.857235,75.599998,7.960329,7.368999,19.742542,23.245693,33.626995,1.814259,10.827949,6.831676,51.98661,17.86466,4.287591,19.431124,3.070696,11.89,167.5,5.642174,18.73469,17.98805,33.705547,50.99741,6.598478,33.257355,20.725,23.947826,12.896969,5.174133,8.724121,4.511,12.785,7.45,10.81,13.436947,18.5
2017-07-05,10523.599609,16.067686,75.669998,7.989637,7.372951,19.665234,23.050352,33.721523,1.80339,10.901608,6.806144,52.304146,17.770973,4.238467,19.368521,3.078517,11.865,167.050003,5.609951,19.106256,18.147722,33.902885,51.21497,6.600435,33.027927,20.469999,24.181103,12.827683,5.180865,8.605893,4.515,12.65,7.476,10.735,13.207964,18.485001
2017-07-06,10498.400391,16.072578,73.919998,8.00527,7.429255,19.616917,22.791523,33.36829,1.813271,10.891788,6.871937,52.056072,17.677286,4.261065,19.199972,3.101002,11.75,164.699997,5.6604,18.328903,17.908215,33.103661,50.671078,6.537807,33.578571,20.385,24.04213,12.7485,5.035643,8.587778,4.595,12.745,7.39,10.365,13.24694,18.200001
2017-07-07,10488.799805,16.072578,75.309998,8.034578,7.439134,19.607254,22.898962,33.467789,1.822165,10.881966,6.976027,52.889603,17.795628,4.180501,19.185526,3.102958,11.7,166.649994,5.595859,18.460905,17.99803,33.330601,50.631519,6.531935,33.256313,20.065001,23.997459,12.875,4.980824,8.629729,4.58,12.925,7.389,10.105,13.095907,17.934999
2017-07-10,10509.5,16.013849,75.360001,8.070725,7.430243,19.679729,23.108955,33.577244,1.820188,10.99,7.025127,53.256752,17.835073,4.194255,19.199972,3.12642,11.71,167.300003,5.595859,18.289791,18.217579,33.340469,50.72052,6.579885,33.07077,20.59,24.121542,12.805,5.066419,8.594452,4.59,12.95,7.477,10.18,13.130013,17.91
2017-07-11,10449.099609,15.950224,74.559998,8.081472,7.429255,19.742542,23.006401,33.174259,1.822165,10.945805,6.886667,52.849911,17.721664,4.155938,18.911034,3.070696,11.82,166.600006,5.551547,18.187122,17.923183,33.2714,50.24585,6.536828,32.665501,20.924999,23.664921,12.845,5.0895,8.599219,4.572,12.93,7.453,10.29,13.130013,17.940001
2017-07-12,10560.400391,16.028532,76.980003,8.128366,7.423328,20.071102,23.382435,33.622021,1.84094,11.058749,6.90827,53.623909,18.086552,4.180501,19.127739,3.079495,11.565,168.800003,5.573702,18.607576,18.362282,34.001553,50.918301,6.727649,33.173306,21.264999,23.957754,13.115,5.136625,8.714587,4.52,13.1,7.53,10.315,13.261555,18.09
2017-07-13,10658.299805,16.13131,76.839996,8.165491,7.561621,20.148411,23.348249,33.880726,1.875525,11.171694,6.965226,53.455215,18.007656,4.246327,19.127739,3.16748,11.42,168.699997,5.635355,18.627132,18.561872,34.05582,51.936863,6.732542,34.140087,21.700001,23.669884,13.145,5.278,8.903371,4.533,13.205,7.592,10.52,13.475923,18.25
2017-07-14,10655.099609,16.13131,77.379997,8.144976,7.58434,20.245045,23.37755,34.029984,1.838963,11.235531,7.030037,53.852135,18.111206,4.240432,19.113291,3.137174,11.66,170.649994,5.582373,18.49024,18.516966,34.115025,50.849075,6.742327,34.491646,21.959999,23.96768,13.17,5.255,8.861419,4.494,13.26,7.648,10.54,13.553875,18.344999
2017-07-17,10651.200195,16.160675,77.839996,8.143022,7.539889,19.587927,23.401966,34.378242,1.837975,11.260085,6.968172,54.576515,18.081619,4.240432,19.137371,3.144018,11.58,170.0,5.524574,18.504906,18.482037,34.248226,51.422638,6.761898,34.452579,22.200001,24.086798,13.385,5.35,8.911953,4.514,13.64,7.658,10.5,13.510027,18.200001
2017-07-18,10524.5,16.067686,77.559998,7.978891,7.397645,19.573429,23.001516,33.552372,1.807342,11.260085,6.863099,54.070442,17.973141,4.136288,19.199972,3.084383,11.41,168.100006,5.475445,18.485352,18.536924,33.878216,50.898521,6.757006,33.695759,21.99,23.36216,13.155,5.268,8.858559,4.433,13.71,7.683,10.47,13.349251,18.02
2017-07-19,10588.099609,16.092157,78.940002,7.971075,7.415426,19.703888,23.309179,34.049885,1.809319,11.30428,6.879793,54.774975,18.259132,4.130393,19.339626,3.112734,11.52,171.949997,5.447509,18.578241,18.596802,34.554104,51.402859,6.871498,33.866653,22.555,23.714552,13.295,5.165,8.889069,4.391,13.78,7.719,10.57,13.436947,17.99
2017-07-20,10564.799805,16.150887,78.760002,7.954467,7.438146,19.438143,23.167557,33.995159,1.790544,11.294459,6.52235,54.328442,18.268993,4.180501,19.233681,3.101002,11.515,167.649994,5.510124,18.421793,18.541914,34.35183,50.50296,6.72667,33.578571,22.065001,23.580544,13.24,5.224,8.948184,4.407,13.87,7.756,10.615,13.49054,17.76
2017-07-21,10426.599609,16.297712,77.110001,7.866539,7.330475,19.302853,22.991751,33.45784,1.785603,11.309192,6.457539,53.842213,18.13093,4.116638,19.108475,3.071674,11.385,166.399994,5.43017,18.407127,18.506985,32.171234,50.235958,6.628813,33.080532,21.575001,23.357197,13.025,5.115,8.852839,4.303,13.445,7.728,10.54,13.344378,16.975
2017-07-24,10446.5,16.341761,75.910004,7.932974,7.422341,19.225546,23.011284,33.477741,1.822165,11.279727,6.42317,53.2766,18.042173,4.166746,18.973639,3.106868,11.32,165.850006,5.494711,18.377792,18.586821,32.1367,49.7514,6.561292,32.514133,21.764999,22.92539,12.835,5.05,8.873815,4.293,13.42,7.722,10.525,13.290788,16.9
2017-07-25,10523.400391,16.405386,75.68,8.108828,7.572486,19.426989,23.191977,33.22401,1.889359,11.294459,6.449683,53.088066,18.047104,4.253205,19.016979,3.130331,11.27,166.449997,5.595859,17.99645,18.596802,32.610313,49.870068,6.544657,32.631325,22.469999,22.592852,12.865,5.126,8.897651,4.413,13.3,7.796,10.495,13.529515,17.245001
2017-07-26,10575.400391,16.591366,75.080002,8.017969,7.576438,19.623518,23.543591,33.452866,1.885407,11.255175,6.525296,53.752903,18.13586,4.273837,19.686354,3.068741,11.315,167.850006,5.592969,18.08934,18.83132,32.921124,50.552406,6.553463,33.04147,22.049999,22.682192,12.995,5.267,9.020647,4.3,13.295,7.79,10.565,13.641571,17.545
2017-07-27,10603.400391,16.493481,76.099998,8.097103,7.608047,19.402422,23.797535,33.577244,1.919992,11.314102,6.529224,54.239132,18.125998,4.277767,19.532253,3.092204,11.215,166.100006,5.594896,18.108898,19.105757,32.871784,50.394184,6.574992,32.602024,22.385,22.811235,12.93,5.218,9.334333,4.327,13.14,7.793,10.43,13.739011,14.505
2017-07-28,10536.099609,16.307501,72.610001,8.060956,7.613975,19.033928,23.436153,33.333462,1.862679,11.2208,6.510566,52.35376,17.795628,4.366191,19.127739,3.113712,11.065,163.25,5.587189,17.928003,18.995981,32.240299,49.721733,6.509428,30.302258,22.01,23.109034,13.005,6.0,9.174152,4.344,13.28,7.81,10.71,13.777987,14.58
2017-07-31,10502.200195,16.336866,72.25,8.048256,7.55767,19.446642,23.328714,33.423016,1.870584,11.176604,6.344611,51.659153,17.869593,4.338681,19.272207,3.080472,10.87,165.25,5.562142,17.840002,18.961052,31.993628,49.830513,6.521171,29.262234,22.184999,23.580544,13.115,5.703,9.115039,4.282,13.095,7.899,10.65,13.797474,13.85
